tenure_months,monthly_charges,number_of_logins_per_month,number_of_support_tickets,satisfaction_score,last_login_days_ago,subscription_type_premium,subscription_type_standard,contract_type_yearly,usage_frequency_low,usage_frequency_medium,payment_method_Credit Card,payment_method_Digital Wallet,payment_method_PayPal,Churn_Probability,Risk_Level
19,65.17,14,3,4,3,False,True,True,False,True,True,False,False,0.013260729,Low Risk
21,59.33,16,1,5,20,False,True,True,False,True,False,False,True,0.0066875685,Low Risk
13,119.56,24,2,4,9,True,False,True,False,True,False,False,True,0.0044042384,Low Risk
4,28.54,41,5,3,0,False,False,False,False,False,False,False,True,0.74170506,High Risk
1,64.63,31,5,3,6,False,True,False,False,False,True,False,False,0.8854201,High Risk
31,29.0,30,3,2,5,False,False,True,False,False,True,False,False,0.31375405,Low Risk
13,78.93,21,3,5,19,False,True,True,False,True,True,False,False,0.013346662,Low Risk
22,29.25,8,3,4,17,False,False,True,True,False,False,False,True,0.0157973,Low Risk
10,38.8,6,8,2,58,False,False,False,True,False,True,False,False,0.9973781,High Risk
15,23.77,5,2,2,41,False,False,True,True,False,True,False,False,0.77104443,High Risk
26,37.15,24,0,3,13,False,False,True,False,True,True,False,False,0.028770188,Low Risk
16,28.64,5,4,2,41,False,False,True,True,False,False,False,True,0.91827327,High Risk
15,39.63,9,4,5,3,False,False,True,False,True,True,False,False,0.012208391,Low Risk
14,73.62,16,3,4,15,False,True,False,False,True,False,True,False,0.105006635,Low Risk
4,39.23,36,5,2,86,False,False,False,False,False,True,False,False,0.9998764,High Risk
9,22.89,40,2,3,5,False,False,True,False,False,True,False,False,0.17697321,Low Risk
5,22.46,9,3,1,76,False,False,False,False,True,False,False,False,0.99966025,High Risk
31,20.05,24,2,4,3,False,False,True,False,True,False,False,True,0.0032585398,Low Risk
34,29.85,31,2,3,2,False,False,True,False,False,False,True,False,0.060090646,Low Risk
19,77.57,11,3,5,11,False,True,False,False,True,False,False,True,0.030135319,Low Risk
29,31.01,7,5,3,63,False,False,False,True,False,False,False,True,0.997951,High Risk
1,64.95,48,8,2,28,False,True,False,False,False,True,False,False,0.99919885,High Risk
31,61.07,11,2,5,13,False,True,True,False,True,True,False,False,0.0031817197,Low Risk
8,54.62,38,1,5,6,False,True,False,False,False,True,False,False,0.029740542,Low Risk
15,67.12,25,0,3,5,False,True,True,False,False,True,False,False,0.046788324,Low Risk
15,61.0,10,1,3,3,False,True,False,False,True,True,False,False,0.1294768,Low Risk
1,54.66,40,4,4,1,False,True,False,False,False,True,False,False,0.26426893,Low Risk
5,133.32,1,1,3,37,True,False,False,True,False,True,False,False,0.817531,High Risk
1,24.74,14,1,4,12,False,False,True,False,True,False,False,False,0.0179194,Low Risk
31,57.29,9,2,4,11,False,True,True,False,True,True,False,False,0.0055060303,Low Risk
29,92.45,31,2,5,3,True,False,True,False,False,True,False,False,0.004325799,Low Risk
33,53.47,22,1,4,0,False,True,True,False,False,True,False,False,0.005420397,Low Risk
33,62.19,8,3,2,12,False,True,False,True,False,True,False,False,0.76555073,High Risk
22,73.5,42,0,4,0,False,True,True,False,False,True,False,False,0.0049849437,Low Risk
7,21.95,38,0,2,6,False,False,False,False,False,True,False,False,0.64387065,Medium Risk
35,68.12,47,1,4,2,False,True,False,False,False,False,False,True,0.042077694,Low Risk
33,53.66,17,1,3,5,False,True,True,False,True,False,True,False,0.04552561,Low Risk
33,54.7,9,1,4,10,False,True,True,False,True,True,False,False,0.0053143925,Low Risk
29,36.64,11,4,4,19,False,False,False,False,True,False,False,False,0.14952724,Low Risk
10,22.03,8,4,4,10,False,False,True,True,False,True,False,False,0.08463507,Low Risk
33,36.7,8,1,5,20,False,False,False,True,False,False,False,True,0.03331284,Low Risk
20,92.32,49,2,2,2,True,False,True,False,False,True,False,False,0.0881966,Low Risk
33,97.16,18,5,4,16,True,False,True,False,True,True,False,False,0.029280037,Low Risk
1,61.54,9,2,3,14,False,True,False,False,True,True,False,False,0.50417995,Medium Risk
16,36.14,19,5,5,17,False,False,True,False,True,False,False,False,0.031685296,Low Risk
14,27.33,13,4,4,16,False,False,True,False,True,True,False,False,0.030019876,Low Risk
19,55.0,16,0,4,12,False,True,False,False,True,True,False,False,0.026165118,Low Risk
31,30.03,38,2,4,1,False,False,True,False,False,True,False,False,0.0075035286,Low Risk
27,29.26,14,2,2,8,False,False,True,False,True,False,False,False,0.13172369,Low Risk
2,33.15,23,2,5,4,False,False,False,False,True,True,False,False,0.02994329,Low Risk
30,30.67,24,1,4,13,False,False,True,False,True,False,False,True,0.004472336,Low Risk
11,35.8,13,2,5,10,False,False,True,False,True,False,False,False,0.012709866,Low Risk
6,61.49,21,2,5,6,False,True,True,False,False,True,False,False,0.016348084,Low Risk
17,32.61,24,2,4,6,False,False,True,False,False,True,False,False,0.0057321186,Low Risk
9,23.01,9,3,4,31,False,False,False,False,True,False,False,False,0.95768434,High Risk
19,93.77,41,1,2,6,True,False,True,False,False,True,False,False,0.12150818,Low Risk
19,22.32,10,5,2,62,False,False,False,True,False,False,False,True,0.998976,High Risk
28,67.94,2,11,3,50,False,True,True,True,False,True,False,False,0.98318833,High Risk
30,28.7,38,3,3,0,False,False,True,False,False,False,False,True,0.10997227,Low Risk
9,54.3,10,3,5,9,False,True,False,False,True,False,True,False,0.043055195,Low Risk
15,38.7,3,6,1,24,False,False,False,True,False,False,False,True,0.9879453,High Risk
17,25.78,5,1,1,33,False,False,True,True,False,True,False,False,0.80335414,High Risk
32,54.06,20,2,3,12,False,True,True,False,True,True,False,False,0.051627114,Low Risk
12,58.18,11,1,4,37,False,True,True,True,False,True,False,False,0.102749124,Low Risk
4,34.48,13,3,5,12,False,False,False,False,True,True,False,False,0.092532665,Low Risk
10,77.41,17,6,5,15,False,True,False,False,True,False,False,False,0.7261759,High Risk
7,22.4,5,2,3,48,False,False,False,True,False,True,False,False,0.8944631,High Risk
11,59.64,16,3,3,15,False,True,True,False,True,False,False,True,0.25278056,Low Risk
27,98.61,21,6,2,21,True,False,False,False,False,True,False,False,0.9706388,High Risk
26,63.37,21,2,5,14,False,True,True,False,True,True,False,False,0.0073432573,Low Risk
19,36.73,15,2,2,20,False,False,True,False,True,True,False,False,0.30678368,Low Risk
27,54.38,3,1,2,70,False,True,True,True,False,False,False,False,0.9944653,High Risk
27,67.59,19,3,4,3,False,True,True,False,True,False,False,True,0.011872281,Low Risk
24,93.46,26,2,3,6,True,False,True,False,False,True,False,False,0.031216731,Low Risk
28,54.68,6,2,1,77,False,True,False,True,False,True,False,False,0.9985954,High Risk
34,26.26,45,10,3,57,False,False,False,False,False,True,False,False,0.9993831,High Risk
25,68.94,17,0,3,10,False,True,True,False,True,True,False,False,0.04512192,Low Risk
34,20.4,37,2,4,1,False,False,True,False,False,True,False,False,0.004644907,Low Risk
35,26.34,17,1,1,11,False,False,True,False,True,True,False,False,0.17120378,Low Risk
7,34.89,9,1,1,16,False,False,False,False,True,False,False,True,0.8199382,High Risk
13,107.03,37,3,4,0,True,False,True,False,False,False,False,True,0.012496465,Low Risk
17,70.32,18,2,4,13,False,True,True,False,True,False,False,True,0.0035566704,Low Risk
35,50.32,5,4,3,80,False,True,True,True,False,False,False,False,0.99465126,High Risk
26,51.56,40,1,2,6,False,True,True,False,False,True,False,False,0.17094086,Low Risk
11,21.26,41,7,3,38,False,False,False,False,False,False,False,True,0.99731773,High Risk
6,35.35,14,8,2,7,False,False,True,False,True,False,False,True,0.9927124,High Risk
34,22.61,15,1,5,17,False,False,True,False,True,False,False,False,0.0059524346,Low Risk
7,58.83,17,2,3,6,False,True,True,False,True,True,False,False,0.15301234,Low Risk
34,64.28,24,3,3,6,False,True,True,False,True,False,True,False,0.082027294,Low Risk
24,24.61,31,1,4,4,False,False,True,False,False,False,False,False,0.0039406144,Low Risk
12,31.06,10,2,4,9,False,False,True,False,True,True,False,False,0.015520431,Low Risk
35,29.77,31,4,4,5,False,False,False,False,False,True,False,False,0.07773673,Low Risk
24,23.39,9,1,3,35,False,False,True,True,False,False,False,True,0.38363007,Low Risk
23,31.16,16,4,2,68,False,False,True,False,True,False,True,False,0.9994068,High Risk
27,100.15,39,1,3,6,True,False,False,False,False,True,False,False,0.113141544,Low Risk
6,140.05,24,3,3,13,True,False,True,False,True,False,False,False,0.14746973,Low Risk
27,32.95,10,2,5,59,False,False,True,True,False,True,False,False,0.04757376,Low Risk
20,135.81,23,11,2,76,True,False,False,False,False,False,False,True,0.99984777,High Risk
16,99.27,23,8,2,77,True,False,False,False,False,True,False,False,0.9998116,High Risk
2,28.8,1,0,5,9,False,False,True,True,False,True,False,False,0.01434185,Low Risk
18,34.58,30,1,4,3,False,False,True,False,False,True,False,False,0.005593024,Low Risk
31,24.58,8,3,2,44,False,False,False,True,False,False,False,False,0.9697558,High Risk
27,20.8,9,3,3,9,False,False,True,False,True,True,False,False,0.075534396,Low Risk
35,69.18,13,3,1,3,False,True,True,False,True,False,False,True,0.41831475,Medium Risk
11,79.11,18,2,3,8,False,True,False,False,True,True,False,False,0.21347769,Low Risk
35,30.74,45,4,4,0,False,False,True,False,False,True,False,False,0.026099369,Low Risk
10,25.2,8,2,5,21,False,False,True,True,False,False,False,True,0.036052875,Low Risk
7,29.21,25,5,3,3,False,False,False,False,False,True,False,False,0.7160112,High Risk
10,25.6,15,1,4,7,False,False,False,False,True,False,False,True,0.022695832,Low Risk
24,26.42,44,2,3,2,False,False,True,False,False,True,False,False,0.038681567,Low Risk
20,21.07,11,2,4,19,False,False,False,False,True,True,False,False,0.04675006,Low Risk
29,68.12,19,1,5,5,False,True,False,False,True,True,False,False,0.016465828,Low Risk
32,65.94,21,0,4,4,False,True,True,False,False,False,False,True,0.0051365793,Low Risk
31,139.86,26,2,2,4,True,False,True,False,False,True,False,False,0.08395098,Low Risk
19,115.37,48,0,3,6,True,False,True,False,False,False,False,True,0.017703133,Low Risk
27,68.68,15,0,2,11,False,True,True,False,True,True,False,False,0.15466215,Low Risk
6,53.65,28,0,1,3,False,True,False,False,False,True,False,False,0.81524765,High Risk
10,36.23,5,2,3,10,False,False,False,True,False,True,False,False,0.30953574,Low Risk
33,26.85,1,2,5,16,False,False,True,True,False,False,False,True,0.00604439,Low Risk
22,95.88,44,5,4,1,True,False,True,False,False,False,False,True,0.015181204,Low Risk
15,25.02,22,1,4,9,False,False,False,False,True,True,False,False,0.018187398,Low Risk
14,68.21,33,3,5,2,False,True,True,False,False,True,False,False,0.010219814,Low Risk
22,74.15,14,1,3,4,False,True,True,False,True,False,False,True,0.042967755,Low Risk
22,60.41,37,3,4,2,False,True,False,False,False,True,False,False,0.051950827,Low Risk
16,54.22,2,10,2,57,False,True,True,True,False,False,False,True,0.9979614,High Risk
13,77.74,22,4,3,5,False,True,False,False,True,True,False,False,0.43277207,Medium Risk
28,50.99,2,11,4,66,False,True,True,True,False,False,True,False,0.9994349,High Risk
20,96.22,29,2,2,0,True,False,True,False,False,True,False,False,0.10571011,Low Risk
25,37.96,10,1,4,49,False,False,True,True,False,True,False,False,0.029856114,Low Risk
35,22.84,4,1,3,23,False,False,True,True,False,False,False,True,0.2616613,Low Risk
31,63.91,21,3,2,18,False,True,False,False,True,False,True,False,0.85209477,High Risk
25,27.77,17,2,4,14,False,False,False,False,True,True,False,False,0.044879127,Low Risk
27,61.07,7,5,4,76,False,True,False,True,False,True,False,False,0.9966822,High Risk
9,38.63,5,3,3,87,False,False,False,True,False,False,False,True,0.9978288,High Risk
14,27.89,45,0,5,1,False,False,True,False,False,False,False,True,0.003483866,Low Risk
16,33.92,8,2,3,9,False,False,True,False,True,True,False,False,0.046248656,Low Risk
22,62.66,16,3,5,18,False,True,True,False,True,False,True,False,0.014479792,Low Risk
4,76.92,32,1,5,3,False,True,True,False,False,True,False,False,0.021540524,Low Risk
22,39.22,15,1,4,5,False,False,True,False,True,True,False,False,0.005361671,Low Risk
5,79.41,18,10,3,11,False,True,False,False,True,True,False,False,0.99527633,High Risk
29,67.61,12,2,3,15,False,True,True,False,True,False,False,True,0.075832814,Low Risk
14,29.82,11,6,3,42,False,False,True,True,False,True,False,False,0.8632871,High Risk
18,28.46,19,0,5,3,False,False,False,False,True,False,True,False,0.010456892,Low Risk
31,58.97,10,0,4,40,False,True,True,True,False,False,False,True,0.04342162,Low Risk
2,31.1,2,3,5,65,False,False,False,True,False,False,False,False,0.99553585,High Risk
21,32.05,22,2,5,2,False,False,True,False,False,True,False,False,0.00470015,Low Risk
6,61.52,8,4,5,13,False,True,True,False,True,True,False,False,0.0919408,Low Risk
10,28.01,13,3,3,3,False,False,True,False,True,True,False,False,0.20029412,Low Risk
9,38.87,14,0,2,16,False,False,False,False,True,False,False,False,0.79005873,High Risk
10,122.49,45,0,3,0,True,False,False,False,False,False,False,True,0.15049955,Low Risk
35,77.83,12,2,5,15,False,True,False,False,True,True,False,False,0.052356705,Low Risk
11,36.48,20,1,4,14,False,False,False,False,True,False,False,True,0.05862266,Low Risk
10,33.79,5,1,3,16,False,False,False,True,False,False,True,False,0.29175878,Low Risk
25,25.91,21,0,4,10,False,False,False,False,True,False,False,True,0.018109305,Low Risk
8,66.17,32,0,3,0,False,True,True,False,False,False,False,False,0.1166449,Low Risk
15,53.97,33,2,4,2,False,True,True,False,False,False,False,True,0.005838496,Low Risk
26,23.72,22,1,5,3,False,False,True,False,True,False,False,True,0.0033721465,Low Risk
10,62.92,2,3,5,49,False,True,False,True,False,False,False,True,0.26828438,Low Risk
18,127.09,9,2,3,20,True,False,False,False,True,False,False,True,0.19299367,Low Risk
1,78.2,1,2,4,25,False,True,True,True,False,False,False,True,0.069333196,Low Risk
10,30.17,38,0,4,3,False,False,True,False,False,False,False,True,0.012722068,Low Risk
2,50.49,24,1,4,5,False,True,False,False,True,True,False,False,0.0456131,Low Risk
34,72.18,41,3,5,3,False,True,True,False,False,True,False,False,0.012005886,Low Risk
4,28.38,8,1,5,13,False,False,False,False,True,True,False,False,0.029173942,Low Risk
26,56.47,23,1,4,14,False,True,True,False,True,True,False,False,0.007949436,Low Risk
5,62.33,11,6,1,10,False,True,False,False,True,True,False,False,0.9878441,High Risk
3,51.57,23,4,5,4,False,True,False,False,True,False,False,True,0.17523633,Low Risk
4,60.44,17,3,4,20,False,True,False,False,True,False,False,False,0.24459532,Low Risk
2,111.82,26,1,3,2,True,False,False,False,False,True,False,False,0.21295121,Low Risk
3,38.55,4,4,2,54,False,False,True,True,False,False,False,True,0.96705985,High Risk
12,59.95,13,6,4,13,False,True,True,False,True,False,False,True,0.13335487,Low Risk
8,78.31,41,1,4,3,False,True,True,False,False,True,False,False,0.022305498,Low Risk
25,22.57,4,3,1,79,False,False,True,True,False,False,False,True,0.99804235,High Risk
28,126.25,29,3,3,5,True,False,True,False,False,False,False,True,0.057697434,Low Risk
25,77.69,22,2,4,7,False,True,True,False,True,False,False,True,0.0046600993,Low Risk
22,55.47,15,3,5,10,False,True,True,False,True,False,False,True,0.009217153,Low Risk
27,37.44,18,4,1,50,False,False,True,False,True,True,False,False,0.99185646,High Risk
20,60.72,24,4,3,17,False,True,True,False,True,True,False,False,0.16665563,Low Risk
7,36.22,41,4,3,4,False,False,True,False,False,True,False,False,0.28111157,Low Risk
24,21.13,10,2,4,38,False,False,False,True,False,True,False,False,0.15722443,Low Risk
2,23.7,10,8,1,10,False,False,False,False,True,False,False,False,0.9969733,High Risk
11,60.69,6,1,4,18,False,True,True,True,False,False,False,True,0.025231661,Low Risk
19,38.31,1,9,3,79,False,False,True,True,False,False,False,True,0.99901235,High Risk
31,31.17,16,1,3,65,False,False,False,False,True,True,False,False,0.9994184,High Risk
20,70.9,11,2,4,6,False,True,True,False,True,False,False,False,0.004884984,Low Risk
13,38.86,20,2,5,16,False,False,True,False,True,False,False,True,0.009667034,Low Risk
11,54.04,18,2,2,3,False,True,False,False,True,True,False,False,0.6770805,Medium Risk
8,60.03,44,0,3,2,False,True,False,False,False,True,False,False,0.23024616,Low Risk
24,78.71,29,1,4,3,False,True,True,False,False,True,False,False,0.005261818,Low Risk
2,23.61,5,1,4,22,False,False,False,True,False,True,False,False,0.05587041,Low Risk
15,36.43,15,1,4,19,False,False,False,False,True,False,False,True,0.040359206,Low Risk
1,25.3,10,9,2,36,False,False,True,False,True,False,False,False,0.9994618,High Risk
29,53.73,21,6,5,19,False,True,True,False,True,False,False,True,0.09472325,Low Risk
24,28.97,20,0,2,32,False,False,True,False,True,True,False,False,0.954823,High Risk
32,24.93,4,4,3,30,False,False,False,True,False,False,False,False,0.94673115,High Risk
20,73.13,6,1,4,8,False,True,True,True,False,False,False,False,0.0067532943,Low Risk
15,110.75,43,2,5,2,True,False,False,False,False,False,False,True,0.014362531,Low Risk
2,113.79,30,2,4,4,True,False,False,False,False,False,False,True,0.033385918,Low Risk
1,37.5,7,1,3,57,False,False,False,True,False,False,False,True,0.8710037,High Risk
31,38.6,21,4,3,20,False,False,True,False,True,True,False,False,0.20804246,Low Risk
4,66.27,11,0,3,21,False,True,False,True,False,True,False,False,0.78484976,High Risk
18,38.41,11,7,4,52,False,False,True,True,False,True,False,False,0.83998495,High Risk
2,38.69,19,10,2,8,False,False,True,False,True,False,True,False,0.9962404,High Risk
25,124.45,30,3,3,0,True,False,True,False,False,True,False,False,0.065201536,Low Risk
32,64.68,14,2,3,13,False,True,False,False,True,False,False,False,0.11013274,Low Risk
3,77.6,22,10,2,13,False,True,False,False,True,True,False,False,0.99703515,High Risk
9,56.93,11,0,5,9,False,True,True,False,True,False,False,False,0.0118501885,Low Risk
35,38.87,10,2,5,35,False,False,True,True,False,True,False,False,0.048897658,Low Risk
1,34.88,7,9,2,48,False,False,True,True,False,True,False,False,0.9983944,High Risk
2,56.06,7,9,3,33,False,True,False,True,False,True,False,False,0.99705386,High Risk
20,63.1,13,0,4,3,False,True,True,False,True,True,False,False,0.0051258076,Low Risk
15,110.67,17,5,3,31,True,False,False,False,True,False,False,True,0.9930937,High Risk
17,32.93,11,3,4,7,False,False,True,False,True,True,False,False,0.012742171,Low Risk
16,107.19,20,3,4,6,True,False,False,False,False,False,False,False,0.03255122,Low Risk
21,36.6,17,1,4,8,False,False,False,False,True,True,False,False,0.022462465,Low Risk
23,36.08,16,0,5,3,False,False,True,False,True,False,False,True,0.0043159174,Low Risk
21,35.62,8,9,3,10,False,False,True,True,False,True,False,False,0.9881527,High Risk
3,134.29,40,2,3,4,True,False,False,False,False,False,False,False,0.2517127,Low Risk
1,30.65,32,0,4,33,False,False,False,False,False,True,False,False,0.9831042,High Risk
6,56.76,9,1,2,13,False,True,True,False,True,True,False,False,0.6322469,Medium Risk
13,97.75,33,1,3,2,True,False,True,False,False,True,False,False,0.037184563,Low Risk
1,100.52,29,0,4,2,True,False,False,False,False,True,False,False,0.034103535,Low Risk
34,64.83,7,5,1,67,False,True,False,True,False,True,False,False,0.99891484,High Risk
29,70.47,15,2,3,16,False,True,False,False,True,True,False,False,0.2897025,Low Risk
9,30.22,2,5,3,24,False,False,True,True,False,True,False,False,0.88347095,High Risk
20,113.8,43,1,4,1,True,False,True,False,False,True,False,False,0.0035395927,Low Risk
1,38.45,10,0,3,9,False,False,False,False,True,True,False,False,0.2882746,Low Risk
1,57.34,19,6,1,11,False,True,False,False,True,False,False,False,0.98762953,High Risk
22,27.07,3,1,5,28,False,False,True,True,False,True,False,False,0.015862845,Low Risk
25,51.38,25,4,2,1,False,True,True,False,False,True,False,False,0.33969155,Low Risk
1,34.71,9,2,5,47,False,False,False,True,False,False,False,False,0.29127535,Low Risk
1,66.75,15,0,5,16,False,True,False,False,True,True,False,False,0.06842122,Low Risk
35,129.38,39,2,1,1,True,False,True,False,False,False,True,False,0.17239317,Low Risk
25,51.5,17,1,4,8,False,True,False,False,True,False,False,False,0.024639076,Low Risk
8,25.27,4,2,5,15,False,False,False,True,False,False,False,True,0.040019028,Low Risk
24,37.72,13,1,3,10,False,False,True,False,True,True,False,False,0.0377243,Low Risk
23,113.87,27,3,3,6,True,False,True,False,False,False,True,False,0.050857063,Low Risk
21,34.89,44,6,2,0,False,False,False,False,False,False,False,True,0.9592563,High Risk
21,144.78,35,5,4,5,True,False,True,False,False,True,False,False,0.02572143,Low Risk
15,69.23,13,4,4,5,False,True,True,False,True,True,False,False,0.01712346,Low Risk
3,59.68,7,4,3,76,False,True,False,True,False,False,False,True,0.9980428,High Risk
25,25.37,11,9,2,67,False,False,True,True,False,True,False,False,0.99953413,High Risk
17,74.58,2,0,3,7,False,True,False,True,False,False,True,False,0.21613333,Low Risk
13,23.71,15,0,3,17,False,False,True,False,True,True,False,False,0.062238835,Low Risk
2,65.17,26,4,4,63,False,True,False,False,False,False,False,True,0.9998299,High Risk
23,37.01,44,7,2,0,False,False,True,False,False,False,False,True,0.9384577,High Risk
2,136.3,29,4,1,50,True,False,False,False,False,False,False,True,0.9987953,High Risk
12,71.76,13,2,3,7,False,True,True,False,True,False,False,False,0.13657425,Low Risk
18,71.64,4,1,2,79,False,True,True,True,False,True,False,False,0.9944653,High Risk
4,135.08,24,1,3,83,True,False,True,False,True,True,False,False,0.9987097,High Risk
29,133.56,27,2,3,5,True,False,True,False,False,True,False,False,0.03409156,Low Risk
17,21.68,18,5,5,4,False,False,True,False,True,False,False,True,0.018301342,Low Risk
22,118.58,9,1,3,14,True,False,True,True,False,True,False,False,0.035229463,Low Risk
25,61.11,19,2,4,15,False,True,True,False,True,True,False,False,0.008717002,Low Risk
10,28.41,4,7,3,29,False,False,True,True,False,False,False,True,0.95531243,High Risk
35,21.67,9,8,1,25,False,False,False,True,False,True,False,False,0.9967951,High Risk
5,39.46,10,11,1,89,False,False,False,True,False,False,False,False,0.9997918,High Risk
25,27.77,9,1,3,10,False,False,True,True,False,False,False,True,0.056830615,Low Risk
3,90.87,23,5,2,47,True,False,False,False,False,True,False,False,0.9978933,High Risk
3,52.77,34,1,3,0,False,True,False,False,False,False,False,True,0.26790008,Low Risk
14,26.67,17,2,4,3,False,False,False,False,True,False,False,False,0.018099442,Low Risk
18,66.47,14,1,5,14,False,True,True,False,True,False,False,True,0.0071478463,Low Risk
21,36.47,25,10,3,6,False,False,True,False,False,False,True,False,0.9890814,High Risk
16,68.99,7,3,4,8,False,True,True,True,False,True,False,False,0.015989855,Low Risk
14,29.9,3,2,3,26,False,False,True,True,False,False,False,True,0.23309448,Low Risk
10,33.96,3,4,4,18,False,False,False,True,False,False,False,True,0.19728707,Low Risk
34,53.79,25,1,5,2,False,True,False,False,False,False,False,True,0.020138832,Low Risk
2,50.63,37,4,5,0,False,True,False,False,False,False,False,True,0.13840334,Low Risk
3,28.0,13,3,4,5,False,False,True,False,True,True,False,False,0.080343865,Low Risk
26,25.43,23,0,5,20,False,False,True,False,True,False,False,True,0.0058962204,Low Risk
29,77.29,9,4,3,11,False,True,False,False,True,False,False,False,0.41084868,Medium Risk
15,21.24,4,2,4,16,False,False,True,True,False,False,True,False,0.0063280165,Low Risk
8,38.43,22,0,4,8,False,False,False,False,True,True,False,False,0.032429986,Low Risk
34,61.96,19,0,4,7,False,True,True,False,True,False,True,False,0.0055551883,Low Risk
28,25.0,16,3,4,6,False,False,True,False,True,False,True,False,0.010850127,Low Risk
5,73.05,10,6,1,24,False,True,False,True,False,True,False,False,0.9931792,High Risk
10,24.47,10,9,3,12,False,False,True,True,False,True,False,False,0.988951,High Risk
30,28.33,18,3,5,14,False,False,True,False,True,False,False,False,0.017465578,Low Risk
1,58.93,42,2,5,2,False,True,False,False,False,False,False,False,0.031697866,Low Risk
12,22.56,8,3,1,63,False,False,True,False,True,False,False,False,0.9995432,High Risk
34,23.47,5,0,5,53,False,False,True,True,False,True,False,False,0.04009534,Low Risk
8,25.73,21,3,3,27,False,False,False,False,True,False,False,False,0.9524978,High Risk
31,34.39,11,2,3,75,False,False,False,True,False,False,False,True,0.99772984,High Risk
21,50.86,36,1,4,1,False,True,False,False,False,False,False,False,0.017609496,Low Risk
35,122.49,2,8,1,51,True,False,False,True,False,False,False,False,0.99302554,High Risk
15,38.11,14,2,5,16,False,False,True,False,True,True,False,False,0.007322311,Low Risk
19,64.08,15,2,5,16,False,True,True,False,True,False,True,False,0.0065269438,Low Risk
11,78.93,32,3,4,1,False,True,True,False,False,True,False,False,0.03538102,Low Risk
20,32.73,11,1,2,34,False,False,False,True,False,False,False,True,0.93579024,High Risk
5,32.36,7,3,1,76,False,False,False,True,False,False,False,True,0.99886274,High Risk
18,31.35,10,4,5,17,False,False,True,False,True,True,False,False,0.019314865,Low Risk
6,27.58,8,10,3,4,False,False,False,False,True,False,False,True,0.9962607,High Risk
31,25.93,17,3,4,6,False,False,True,False,True,True,False,False,0.012861465,Low Risk
5,25.99,8,5,3,57,False,False,False,True,False,False,False,False,0.9775005,High Risk
25,35.95,6,2,4,11,False,False,False,True,False,False,True,False,0.037701823,Low Risk
3,26.84,10,3,3,53,False,False,False,True,False,True,False,False,0.95405316,High Risk
4,149.67,18,2,2,3,True,False,False,False,True,False,True,False,0.63217753,Medium Risk
23,127.29,38,3,5,5,True,False,False,False,False,True,False,False,0.029510947,Low Risk
27,39.76,16,2,4,18,False,False,True,False,True,False,False,False,0.008330466,Low Risk
27,63.82,22,1,2,12,False,True,True,False,True,False,False,True,0.14808951,Low Risk
17,23.8,13,2,3,17,False,False,True,False,True,True,False,False,0.05891904,Low Risk
1,51.98,44,5,3,71,False,True,True,False,False,False,True,False,0.9995782,High Risk
23,24.02,13,1,5,13,False,False,True,False,True,False,False,False,0.00288632,Low Risk
10,28.06,5,2,5,26,False,False,False,True,False,False,True,False,0.09315919,Low Risk
1,55.55,16,2,5,60,False,True,False,False,True,True,False,False,0.9997191,High Risk
14,52.28,40,1,5,1,False,True,True,False,False,False,False,True,0.0048276824,Low Risk
32,39.06,10,1,5,43,False,False,True,True,False,True,False,False,0.047732025,Low Risk
34,119.26,48,3,1,2,True,False,True,False,False,False,False,True,0.36312822,Low Risk
31,20.34,12,0,3,9,False,False,True,False,True,False,False,True,0.048543774,Low Risk
29,50.22,24,2,5,6,False,True,True,False,True,True,False,False,0.0046701026,Low Risk
23,22.65,23,3,4,2,False,False,True,False,False,True,False,False,0.012026615,Low Risk
20,55.04,22,0,4,11,False,True,True,False,True,False,False,False,0.0051559773,Low Risk
1,28.75,10,1,2,23,False,False,True,True,False,True,False,False,0.87434494,High Risk
8,37.36,17,1,5,13,False,False,True,False,True,False,False,False,0.010068872,Low Risk
17,142.45,34,2,5,5,True,False,True,False,False,True,False,False,0.0035673873,Low Risk
14,30.58,20,0,4,1,False,False,True,False,False,False,False,True,0.0033881613,Low Risk
26,146.33,5,1,5,35,True,False,True,True,False,False,False,True,0.025452288,Low Risk
20,54.15,1,1,4,17,False,True,False,True,False,False,True,False,0.03599597,Low Risk
1,72.66,24,3,4,20,False,True,False,False,True,True,False,False,0.2138025,Low Risk
32,117.96,10,1,4,19,True,False,False,True,False,False,False,True,0.032021414,Low Risk
8,58.42,9,10,2,17,False,True,False,False,True,False,False,False,0.998818,High Risk
5,24.08,28,4,4,2,False,False,False,False,False,True,False,False,0.1899276,Low Risk
16,24.68,6,6,1,56,False,False,True,True,False,True,False,False,0.97766215,High Risk
2,112.98,24,0,3,4,True,False,False,False,False,False,False,True,0.21862796,Low Risk
7,77.36,12,2,2,12,False,True,True,False,True,False,False,True,0.41636342,Medium Risk
10,29.86,7,6,3,55,False,False,True,True,False,False,False,True,0.93823373,High Risk
22,51.18,13,4,2,68,False,True,True,False,True,True,False,False,0.99938107,High Risk
20,69.31,2,1,4,56,False,True,True,True,False,True,False,False,0.03655063,Low Risk
4,118.46,7,1,4,17,True,False,True,True,False,False,False,True,0.029316837,Low Risk
35,147.42,47,1,3,3,True,False,True,False,False,True,False,False,0.05180933,Low Risk
6,20.31,9,11,1,17,False,False,False,True,False,False,False,True,0.9962953,High Risk
